#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-09-09T12:20:21 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ522dbc517400	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/375/863&tab:{J/A+A/375/863/table3}&key:source=J/A+A/375/863&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/375/863/table3
#-order=I
#-out=ID
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out=V-I
#-out=F1
#-out=F2
#-out=F3
#-out=F4
#-out=F5
#
#
#RESOURCE=yCat_33750863
#Name: J/A+A/375/863
#Title: Photometry in NGC 2516 (Jeffries+, 2001)
#Table	J_A_A_375_863_table3:
#Name: J/A+A/375/863/table3
#Title: The photometric catalogue for NGC 2516
#Column	ID	(I5)	Star number	[ucd=meta.id]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? B-V colour index (1)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F6.3)	? V-I (Cousins) colour index (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	F1	(I2)	[-1/1] V vs B-V membership flag (2)	[ucd=meta.code.member]
#Column	F2	(I2)	[-1/1] V vs V-I membership flag (2)	[ucd=meta.code.member]
#Column	F3	(I2)	[-1/1] B-V vs V-I membership flag (2)	[ucd=meta.code.member]
#Column	F4	(I2)	[-1/1] Candidate membership flag (3)	[ucd=meta.code.member]
#Column	F5	(I1)	[0/1] Binarity flag (4)	[ucd=meta.code]
#ID;RAJ2000;DEJ2000;Vmag;B-V;V-I;F1;F2;F3;F4;F5
# ;"h:m:s";"d:m:s"; ; ; ; ; ; ; ;
#-----;------------;------------;------;------;------;--;--;--;--;-
  248;07 54 18.974;-60 31 46.27;17.340; 0.795; 0.994;-1;-1; 1;-1;0
  249;07 54 19.014;-60 34 40.48;16.492; 0.874; 1.072;-1;-1; 1;-1;0
  250;07 54 19.064;-60 25 45.18;17.591; 0.554; 0.734;-1;-1; 1;-1;0
  251;07 54 19.099;-61 08 11.38;19.577;      ; 1.292; 0;-1; 0;-1;0
  252;07 54 19.124;-60 36 37.83;17.914; 0.961; 1.137;-1;-1; 1;-1;0
  253;07 54 19.154;-60 33 57.89;15.309; 1.174; 1.300; 1; 1; 1; 1;0
  254;07 54 19.202;-61 01 48.07;17.574; 0.954; 1.163;-1;-1; 1;-1;0
  255;07 54 19.223;-60 57 13.61;18.479; 1.562; 2.293; 1; 1; 1; 1;0
  256;07 54 19.255;-60 48 14.90;18.266; 1.192; 1.682;-1;-1;-1;-1;0
  257;07 54 19.258;-60 52 54.27;16.498; 1.056; 1.171;-1;-1; 1;-1;0
  258;07 54 19.302;-60 49 07.31;18.843;      ; 1.619; 0;-1; 0;-1;0
  259;07 54 19.314;-61 05 53.34;16.206; 0.774; 0.983;-1;-1; 1;-1;0
  260;07 54 19.334;-60 31 04.22;18.085; 0.802; 0.981;-1;-1; 1;-1;0
  261;07 54 19.343;-60 37 17.38;16.770; 0.777; 1.031;-1;-1;-1;-1;0
  262;07 54 19.425;-60 26 19.39;19.713;      ; 2.249; 0;-1; 0;-1;0
  263;07 54 19.468;-60 50 09.57;17.794; 0.824; 0.955;-1;-1; 1;-1;0
  264;07 54 19.473;-60 48 44.24;18.677; 0.978; 0.828;-1;-1;-1;-1;0
  265;07 54 19.530;-60 49 26.32;18.730;      ; 1.479; 0;-1; 0;-1;0
  266;07 54 19.562;-60 23 34.34;19.997; 0.937;      ;-1; 0; 0;-1;0
  267;07 54 19.579;-60 59 57.89;17.753; 0.949; 1.151;-1;-1; 1;-1;0
  268;07 54 19.621;-61 04 38.40;17.909; 0.967; 1.222;-1;-1; 1;-1;0
  269;07 54 19.635;-60 48 16.64;17.406; 1.453; 1.893; 1; 1; 1; 1;0
  270;07 54 19.638;-60 20 50.25;18.497; 1.862; 2.916;-1;-1; 1;-1;0
  271;07 54 19.643;-60 51 36.58;18.008; 0.763; 0.981;-1;-1; 1;-1;0
  272;07 54 19.654;-60 30 36.24;18.170; 0.796; 1.122;-1;-1;-1;-1;0
  273;07 54 19.661;-60 22 56.83;17.216; 0.554; 0.745;-1;-1; 1;-1;0
  274;07 54 19.731;-60 49 15.01;14.640; 0.939; 1.077; 1; 1; 1; 1;0
  275;07 54 19.735;-61 11 35.99;19.347; 0.930; 0.947;-1;-1; 1;-1;0
  276;07 54 19.757;-60 27 42.05;15.633; 0.643; 0.813;-1;-1; 1;-1;0
  277;07 54 19.809;-60 49 44.08;16.256; 1.119; 1.279;-1;-1; 1;-1;0
  278;07 54 19.943;-60 30 11.70;19.037; 1.188; 1.449;-1;-1; 1;-1;0
  279;07 54 19.960;-60 30 11.81;18.826; 1.162; 1.299;-1;-1; 1;-1;0
  280;07 54 19.962;-60 51 14.93;19.731;      ; 2.436; 0;-1; 0;-1;0
  281;07 54 19.973;-61 05 41.50;18.717; 1.639; 1.493; 1;-1;-1;-1;0
  282;07 54 19.988;-60 47 13.45;18.132; 0.694; 1.075;-1;-1;-1;-1;0
  283;07 54 20.023;-60 56 51.41;19.271;      ; 1.779; 0;-1; 0;-1;0
  284;07 54 20.062;-60 37 17.33;20.103;      ; 1.620; 0;-1; 0;-1;0
  285;07 54 20.077;-60 50 23.92;14.116; 0.523; 0.737;-1;-1; 1;-1;0
  286;07 54 20.093;-60 31 28.39;17.129; 0.910; 1.085;-1;-1; 1;-1;0
  287;07 54 20.131;-61 09 34.23;18.903; 1.083; 1.249;-1;-1; 1;-1;0
  288;07 54 20.143;-60 31 47.88;15.720; 1.118; 1.207;-1;-1; 1;-1;0
  289;07 54 20.155;-61 06 26.48;19.145;      ; 2.620; 0; 1; 0; 1;0
  290;07 54 20.160;-60 43 53.19;17.704; 0.886; 1.015;-1;-1; 1;-1;0
  291;07 54 20.197;-60 54 01.55;19.860;      ; 1.635; 0;-1; 0;-1;0
  292;07 54 20.212;-61 05 11.81;14.491; 0.798; 0.970;-1;-1; 1;-1;0
  293;07 54 20.263;-60 29 24.10;18.547; 0.897; 0.881;-1;-1; 1;-1;0
  294;07 54 20.279;-60 29 24.25;18.640; 0.722; 0.978;-1;-1; 1;-1;0
  295;07 54 20.357;-60 41 59.36;18.321; 0.713; 1.054;-1;-1;-1;-1;0
  296;07 54 20.358;-61 08 12.71;16.991; 1.051; 1.234;-1;-1; 1;-1;0
  297;07 54 20.397;-60 47 31.95;19.672;      ; 1.920; 0;-1; 0;-1;0
  298;07 54 20.400;-60 55 36.02;19.366;      ; 0.782; 0;-1; 0;-1;0
  299;07 54 20.419;-60 29 06.12;16.118; 1.029; 1.137;-1;-1; 1;-1;0
  300;07 54 20.510;-60 52 22.96;17.633; 1.318; 1.410;-1;-1; 1;-1;0
  301;07 54 20.547;-60 50 30.28;13.097; 0.554; 0.720;-1;-1; 1;-1;0
  302;07 54 20.548;-61 12 56.88;19.178;      ; 2.065; 0;-1; 0;-1;0
  303;07 54 20.591;-60 42 30.10;20.343;      ; 1.411; 0;-1; 0;-1;0
  304;07 54 20.610;-61 00 26.39;17.008; 1.072; 1.253;-1;-1; 1;-1;0
  305;07 54 20.616;-60 26 29.04;15.413; 1.073; 1.331;-1; 1;-1;-1;0
  306;07 54 20.625;-60 42 30.27;20.428;      ; 1.139; 0;-1; 0;-1;0
  307;07 54 20.733;-60 57 05.68;17.818; 0.868; 1.124;-1;-1; 1;-1;0
  308;07 54 20.795;-60 57 58.63;19.272; 1.183; 0.784;-1;-1;-1;-1;0
  309;07 54 20.852;-60 30 33.61;18.532; 0.698; 1.035;-1;-1;-1;-1;0
  310;07 54 20.854;-61 06 12.12;16.435; 1.299; 1.461;-1;-1; 1;-1;0
  311;07 54 20.872;-60 43 28.39;18.937; 1.262; 2.069;-1;-1;-1;-1;0
  312;07 54 20.914;-61 06 03.22;19.108;      ; 1.180; 0;-1; 0;-1;0
  313;07 54 20.918;-60 20 17.68;19.231; 1.609; 2.010; 1;-1; 1;-1;0
  314;07 54 20.931;-60 37 37.67;18.569; 1.219; 1.172;-1;-1;-1;-1;0
  315;07 54 20.962;-61 01 34.05;18.022; 0.784; 1.014;-1;-1; 1;-1;0
  316;07 54 20.993;-61 01 57.46;18.671; 0.917; 1.392;-1;-1;-1;-1;0
  317;07 54 21.027;-60 27 07.96;17.072; 1.424; 1.779; 1; 1; 1; 1;0
  318;07 54 21.085;-60 26 04.05;17.439; 1.115; 1.206;-1;-1; 1;-1;0
  319;07 54 21.102;-60 23 36.74;17.130; 0.689; 0.853;-1;-1; 1;-1;0
  320;07 54 21.147;-61 12 41.25;17.944; 0.843; 0.983;-1;-1; 1;-1;0
  321;07 54 21.155;-61 02 53.15;19.167; 0.545; 1.088;-1;-1;-1;-1;0
  322;07 54 21.156;-60 58 13.20;18.283; 1.659; 2.406; 1; 1; 1; 1;0
  323;07 54 21.191;-60 38 14.55;20.014;      ; 1.508; 0;-1; 0;-1;0
  324;07 54 21.204;-61 11 18.24;14.802; 1.128; 1.294; 1; 1; 1; 1;1
  325;07 54 21.208;-60 20 37.35;18.014; 1.007; 1.109;-1;-1; 1;-1;0
  326;07 54 21.247;-60 19 36.86;19.505;      ; 1.980; 0;-1; 0;-1;0
  327;07 54 21.306;-61 07 31.81;17.152; 1.064; 1.185;-1;-1; 1;-1;0
  328;07 54 21.329;-60 44 16.76;17.579; 0.842; 1.071;-1;-1; 1;-1;0
  329;07 54 21.339;-61 08 47.88;17.439; 0.898; 1.138;-1;-1; 1;-1;0
  330;07 54 21.377;-60 53 36.25;18.430; 0.718; 0.877;-1;-1; 1;-1;0
  331;07 54 21.426;-60 26 20.09;19.997; 0.340; 0.589;-1;-1; 1;-1;0
  332;07 54 21.435;-61 11 43.15;19.655;      ; 2.399; 0;-1; 0;-1;0
  333;07 54 21.460;-60 22 13.63;16.792; 1.430; 1.753; 1; 1; 1; 1;0
  334;07 54 21.480;-60 41 16.29;20.125;      ; 2.264; 0;-1; 0;-1;0
  335;07 54 21.513;-61 10 33.77;15.870; 0.841; 1.034;-1;-1; 1;-1;0
  336;07 54 21.563;-61 05 48.40;16.325; 0.700; 0.897;-1;-1; 1;-1;0
  337;07 54 21.579;-60 41 36.69;20.665;      ; 2.474; 0;-1; 0;-1;0
  338;07 54 21.581;-61 09 56.97;15.143; 0.743; 0.988;-1;-1;-1;-1;0
  339;07 54 21.598;-60 27 56.34;19.092; 1.450; 1.767;-1;-1; 1;-1;0
  340;07 54 21.689;-60 49 56.29;18.642; 0.946; 1.042;-1;-1; 1;-1;0
  341;07 54 21.708;-60 27 43.29;17.760; 0.821; 0.942;-1;-1; 1;-1;0
  342;07 54 21.710;-60 21 48.74;19.140; 0.665; 1.094;-1;-1;-1;-1;0
  343;07 54 21.725;-61 02 02.14;20.244;      ; 1.792; 0;-1; 0;-1;0
  344;07 54 21.749;-60 54 50.75;19.017; 0.595; 1.322;-1;-1;-1;-1;0
  345;07 54 21.750;-60 38 41.61;20.269;      ; 1.790; 0;-1; 0;-1;0
  346;07 54 21.769;-60 28 33.37;17.413; 1.032; 1.218;-1;-1; 1;-1;0
  347;07 54 21.911;-60 43 49.49;18.422; 0.857; 1.055;-1;-1; 1;-1;0
  463;07 54 25.067;-60 29 23.60;14.331; 1.123; 1.279; 1;-1; 1;-1;0
  348;07 54 21.922;-60 43 29.51;19.712;      ; 1.158; 0;-1; 0;-1;0
  349;07 54 21.946;-60 50 42.25;19.202;      ; 0.942; 0;-1; 0;-1;0
  350;07 54 21.989;-60 59 45.68;19.177;      ; 1.992; 0;-1; 0;-1;0
  351;07 54 21.999;-60 20 50.10;20.306;      ; 1.263; 0;-1; 0;-1;0
  352;07 54 21.999;-60 21 00.97;19.464;      ; 1.472; 0;-1; 0;-1;0
  353;07 54 22.000;-60 21 56.53;19.315;      ; 2.340; 0;-1; 0;-1;0
  354;07 54 22.015;-61 11 52.80;17.376; 1.421; 1.705; 1;-1; 1;-1;0
  355;07 54 22.054;-60 57 01.92;19.901;      ; 2.415; 0;-1; 0;-1;0
  356;07 54 22.057;-60 58 43.77;17.533; 0.792; 1.074;-1;-1;-1;-1;0
  357;07 54 22.085;-60 25 35.70;16.032; 0.689; 0.847;-1;-1; 1;-1;0
  358;07 54 22.092;-60 23 25.70;19.293; 0.776; 0.880;-1;-1; 1;-1;0
  359;07 54 22.149;-60 52 33.58;17.758; 0.935; 1.036;-1;-1; 1;-1;0
  360;07 54 22.153;-61 01 24.35;19.237; 0.669; 1.077;-1;-1;-1;-1;0
  361;07 54 22.156;-60 52 46.41;19.402;      ; 1.916; 0;-1; 0;-1;0
  362;07 54 22.166;-60 26 43.29;20.495;      ; 1.457; 0;-1; 0;-1;0
  363;07 54 22.186;-60 26 25.91;19.803; 0.690; 1.273;-1;-1;-1;-1;0
  364;07 54 22.197;-60 53 38.89;18.778;      ; 1.982; 0;-1; 0;-1;0
  365;07 54 22.290;-60 32 40.61;18.375; 0.877; 1.088;-1;-1; 1;-1;0
  366;07 54 22.370;-60 29 33.03;17.527; 0.646; 0.899;-1;-1; 1;-1;0
  367;07 54 22.393;-60 46 00.31;19.924;      ; 1.486; 0;-1; 0;-1;0
  368;07 54 22.439;-60 20 33.00;19.163; 1.317; 1.652;-1;-1; 1;-1;0
  369;07 54 22.443;-60 23 40.67;17.688; 1.434; 1.706; 1;-1; 1;-1;0
  370;07 54 22.460;-60 21 24.26;18.293; 1.333; 1.627;-1;-1; 1;-1;0
  371;07 54 22.489;-60 36 11.18;17.100; 0.964; 1.211;-1;-1; 1;-1;0
  372;07 54 22.490;-60 34 40.60;16.335; 0.555; 1.268;-1;-1;-1;-1;0
  373;07 54 22.595;-61 11 48.94;19.972;      ; 1.963; 0;-1; 0;-1;0
  374;07 54 22.598;-60 27 50.50;19.955;      ; 1.910; 0;-1; 0;-1;0
  375;07 54 22.610;-60 29 26.18;18.584; 0.978; 1.365;-1;-1;-1;-1;0
  376;07 54 22.610;-60 30 38.32;17.138; 0.921; 1.041;-1;-1; 1;-1;0
  377;07 54 22.610;-60 33 18.00;19.700;      ; 1.704; 0;-1; 0;-1;0
  378;07 54 22.631;-60 55 14.21;17.081; 0.834; 1.138;-1;-1;-1;-1;0
  379;07 54 22.655;-60 45 21.92;17.892; 1.029; 1.137;-1;-1; 1;-1;0
  380;07 54 22.659;-60 50 00.01;16.804; 0.875; 1.092;-1;-1; 1;-1;0
  381;07 54 22.661;-60 22 14.41;19.603;      ; 1.677; 0;-1; 0;-1;0
  382;07 54 22.759;-60 35 28.67;18.183; 0.876; 1.101;-1;-1; 1;-1;0
  383;07 54 22.772;-61 00 59.98;14.184; 0.622; 0.834;-1;-1; 1;-1;0
  384;07 54 22.783;-60 23 54.36;15.727; 0.990; 1.105;-1;-1; 1;-1;0
  385;07 54 22.807;-60 42 05.56;19.761;      ; 1.246; 0;-1; 0;-1;0
  386;07 54 22.963;-60 51 09.57;20.027;      ; 2.050; 0;-1; 0;-1;0
  387;07 54 22.975;-60 57 17.60;19.512; 0.829; 1.012;-1;-1; 1;-1;0
  388;07 54 22.998;-60 41 42.76;19.262;      ; 1.616; 0;-1; 0;-1;0
  389;07 54 23.007;-60 58 32.28;20.019;      ; 1.606; 0;-1; 0;-1;0
  390;07 54 23.028;-60 41 42.68;19.011;      ; 1.272; 0;-1; 0;-1;0
  391;07 54 23.043;-60 48 49.44;15.914; 0.687; 0.913;-1;-1; 1;-1;0
  392;07 54 23.045;-60 45 21.25;18.564;      ; 1.201; 0;-1; 0;-1;0
  393;07 54 23.045;-61 07 18.23;19.776;      ; 1.194; 0;-1; 0;-1;0
  394;07 54 23.080;-60 41 09.82;17.928; 1.654; 2.285; 1; 1; 1; 1;0
  395;07 54 23.088;-60 38 27.08;20.516;      ; 1.869; 0;-1; 0;-1;0
  396;07 54 23.124;-60 56 58.65;18.194; 0.712; 1.012;-1;-1;-1;-1;0
  397;07 54 23.189;-60 34 45.28;13.353; 0.766; 0.901; 1; 1; 1; 1;1
  398;07 54 23.210;-60 21 25.22;18.829; 0.696; 0.919;-1;-1; 1;-1;0
  399;07 54 23.211;-61 05 00.20;19.358;      ; 1.125; 0;-1; 0;-1;0
  400;07 54 23.231;-60 22 30.92;20.355; 0.623; 0.173;-1;-1;-1;-1;0
  401;07 54 23.232;-61 10 36.52;18.057; 1.036; 1.073;-1;-1; 1;-1;0
  402;07 54 23.239;-60 28 22.10;17.436; 0.796; 0.965;-1;-1; 1;-1;0
  403;07 54 23.281;-60 49 16.79;20.043;      ; 1.705; 0;-1; 0;-1;0
  404;07 54 23.300;-60 21 29.85;15.745; 0.585; 0.749;-1;-1; 1;-1;0
  405;07 54 23.399;-60 30 17.65;16.448; 1.093; 1.267;-1;-1; 1;-1;0
  406;07 54 23.400;-60 21 54.94;17.670; 0.586; 0.859;-1;-1; 1;-1;0
  407;07 54 23.401;-61 10 18.01;19.413; 0.815; 1.118;-1;-1;-1;-1;0
  408;07 54 23.431;-60 22 38.63;19.328; 0.999; 0.885;-1;-1;-1;-1;0
  409;07 54 23.439;-60 41 24.44;18.428; 0.631; 1.057;-1;-1;-1;-1;0
  410;07 54 23.579;-60 52 45.28;16.534; 0.946; 1.102;-1;-1; 1;-1;0
  411;07 54 23.600;-60 29 37.97;18.866; 1.311; 1.567;-1;-1; 1;-1;0
  412;07 54 23.612;-60 51 54.03;15.784; 1.335; 1.616; 1; 1; 1; 1;1
  413;07 54 23.624;-60 40 06.64;17.370; 0.787; 1.022;-1;-1; 1;-1;0
  414;07 54 23.629;-60 59 13.55;14.999; 1.068; 1.265; 1; 1; 1; 1;1
  415;07 54 23.646;-60 25 55.30;20.085; 0.360; 1.314;-1;-1;-1;-1;0
  416;07 54 23.647;-61 08 23.03;19.490;      ; 1.757; 0;-1; 0;-1;0
  417;07 54 23.658;-60 36 41.78;19.163;      ; 1.554; 0;-1; 0;-1;0
  418;07 54 23.729;-60 28 26.99;14.633; 1.051; 1.146; 1; 1; 1; 1;0
  419;07 54 23.758;-60 58 55.15;16.964; 1.138; 1.460;-1;-1;-1;-1;0
  420;07 54 23.778;-60 30 31.90;18.895; 0.955; 1.198;-1;-1; 1;-1;0
  421;07 54 23.785;-60 25 19.40;17.247; 0.999; 1.211;-1;-1; 1;-1;0
  422;07 54 23.823;-60 23 30.16;18.077; 0.970; 1.126;-1;-1; 1;-1;0
  423;07 54 23.837;-60 38 58.20;17.015; 0.739; 1.027;-1;-1;-1;-1;0
  424;07 54 23.875;-60 39 53.05;17.681; 0.958; 1.035;-1;-1; 1;-1;0
  425;07 54 23.897;-60 38 24.93;18.954;      ; 1.721; 0;-1; 0;-1;0
  426;07 54 23.943;-61 11 02.76;14.962; 1.232; 1.384; 1; 1; 1; 1;1
  427;07 54 23.959;-61 04 30.09;18.183; 0.786; 0.911;-1;-1; 1;-1;0
  428;07 54 23.968;-60 34 41.15;16.541;      ; 1.202; 0;-1; 0;-1;0
  429;07 54 23.981;-60 49 24.38;15.099; 0.743; 0.974;-1;-1; 1;-1;0
  430;07 54 24.041;-61 00 00.61;19.783;      ; 1.543; 0;-1; 0;-1;0
  431;07 54 24.057;-60 50 28.86;19.762;      ; 0.802; 0;-1; 0;-1;0
  432;07 54 24.084;-60 48 23.75;18.828; 0.761; 1.039;-1;-1; 1;-1;0
  433;07 54 24.145;-60 56 58.34;17.210; 1.316; 1.520;-1;-1; 1;-1;0
  434;07 54 24.163;-61 01 21.19;18.699; 0.624; 1.000;-1;-1;-1;-1;0
  435;07 54 24.179;-60 20 38.13;17.020; 0.744; 0.911;-1;-1; 1;-1;0
  436;07 54 24.221;-60 52 09.01;19.434;      ; 0.780; 0;-1; 0;-1;0
  437;07 54 24.236;-61 12 33.07;19.718;      ; 1.322; 0;-1; 0;-1;0
  438;07 54 24.258;-60 30 32.11;18.875;      ; 2.079; 0;-1; 0;-1;0
  439;07 54 24.343;-61 00 54.95;18.335; 1.817; 1.746;-1;-1;-1;-1;0
  440;07 54 24.355;-60 25 16.65;20.311; 0.674;      ;-1; 0; 0;-1;0
  441;07 54 24.368;-60 53 16.92;19.299; 0.528; 0.928;-1;-1;-1;-1;0
  442;07 54 24.405;-60 45 20.44;17.164; 0.872; 1.093;-1;-1; 1;-1;0
  443;07 54 24.467;-60 37 40.29;19.929;      ; 1.215; 0;-1; 0;-1;0
  444;07 54 24.477;-61 02 59.88;17.410; 1.067; 1.322;-1;-1; 1;-1;0
  445;07 54 24.483;-60 23 26.04;18.201; 1.281; 1.372;-1;-1; 1;-1;0
  446;07 54 24.502;-60 40 43.24;19.266; 0.494; 0.914;-1;-1;-1;-1;0
  447;07 54 24.508;-60 19 56.62;15.872; 1.247; 1.477; 1; 1; 1; 1;0
  448;07 54 24.538;-60 41 39.95;12.072; 0.317; 0.763;-1; 1;-1;-1;1
  449;07 54 24.574;-60 24 41.41;20.204;      ; 1.060; 0;-1; 0;-1;0
  450;07 54 24.587;-60 34 50.51;16.369; 0.927; 1.047;-1;-1; 1;-1;0
  451;07 54 24.599;-60 28 04.49;15.424; 0.751; 0.910;-1;-1; 1;-1;0
  452;07 54 24.615;-61 12 12.13;19.092;      ; 1.485; 0;-1; 0;-1;0
  453;07 54 24.637;-60 34 34.44;19.412; 0.892; 1.012;-1;-1; 1;-1;0
  454;07 54 24.670;-60 29 04.99;18.798; 1.318; 1.464;-1;-1; 1;-1;0
  455;07 54 24.704;-61 01 43.66;20.066;      ; 1.399; 0;-1; 0;-1;0
  456;07 54 24.710;-60 41 22.30;18.493; 1.313; 1.478;-1;-1; 1;-1;0
  457;07 54 24.725;-60 42 46.79;17.155; 0.754; 0.958;-1;-1; 1;-1;0
  458;07 54 24.737;-61 02 51.12;16.417; 0.904; 1.015;-1;-1; 1;-1;0
  459;07 54 24.756;-60 37 38.09;19.576;      ; 1.295; 0;-1; 0;-1;0
  460;07 54 24.767;-60 44 52.51;13.854; 1.559; 1.692;-1;-1;-1;-1;0
  461;07 54 24.805;-61 07 12.39;18.912; 0.846; 1.065;-1;-1; 1;-1;0
  462;07 54 24.834;-61 02 10.69;21.167;      ; 3.238; 0; 1; 0; 1;0
  464;07 54 25.092;-61 00 31.72;19.519;      ; 2.488; 0;-1; 0;-1;0
  465;07 54 25.123;-60 51 37.03;17.861; 0.746; 0.984;-1;-1; 1;-1;0
  466;07 54 25.125;-60 39 38.41;20.365;      ; 2.497; 0;-1; 0;-1;0
  467;07 54 25.138;-61 09 03.28;18.119; 1.476; 1.931; 1;-1; 1;-1;0
  468;07 54 25.157;-60 29 18.99;14.348; 0.914; 1.260; 1; 1;-1;-1;1
  469;07 54 25.169;-60 47 04.97;16.851; 1.109; 1.317;-1;-1; 1;-1;0
  470;07 54 25.314;-60 56 10.03;17.894; 0.760; 1.005;-1;-1; 1;-1;0
  471;07 54 25.346;-60 35 49.23;18.733;      ; 2.505; 0; 1; 0; 1;0
  472;07 54 25.360;-60 28 34.46;18.808; 0.726; 0.794;-1;-1; 1;-1;0
  473;07 54 25.388;-60 27 39.21;18.674; 0.907; 1.005;-1;-1; 1;-1;0
  474;07 54 25.396;-60 45 14.59;15.576; 1.271; 1.398; 1; 1; 1; 1;0
  475;07 54 25.414;-60 40 15.72;19.564; 0.654; 1.146;-1;-1;-1;-1;0
  476;07 54 25.422;-60 48 55.65;18.209; 0.963; 1.016;-1;-1; 1;-1;0
  477;07 54 25.538;-61 03 13.70;19.451;      ; 1.417; 0;-1; 0;-1;0
  478;07 54 25.580;-60 49 29.41;19.294;      ; 2.159; 0;-1; 0;-1;0
  479;07 54 25.601;-60 49 22.16;15.793; 0.721; 0.921;-1;-1; 1;-1;0
  480;07 54 25.607;-61 02 42.86;20.038;      ; 2.543; 0;-1; 0;-1;0
  481;07 54 25.685;-60 37 37.96;18.699; 1.217; 1.492;-1;-1; 1;-1;0
  482;07 54 25.692;-60 43 26.80;18.267; 1.541; 1.441; 1;-1;-1;-1;0
  483;07 54 25.825;-60 36 34.67;20.092;      ; 2.053; 0;-1; 0;-1;0
  484;07 54 25.825;-61 02 48.07;15.455;      ; 1.285; 0; 1; 0; 1;0
  485;07 54 25.895;-60 24 59.20;15.835; 1.093; 1.180;-1;-1; 1;-1;0
  486;07 54 25.963;-61 06 40.47;19.690;      ; 2.019; 0;-1; 0;-1;0
  487;07 54 25.976;-60 29 31.37;16.678; 0.774; 0.936;-1;-1; 1;-1;0
  488;07 54 26.094;-61 01 09.91;16.819; 1.501; 2.099; 1; 1; 1; 1;1
  489;07 54 26.103;-60 43 06.45;20.325;      ; 1.653; 0;-1; 0;-1;0
  490;07 54 26.151;-60 43 41.17;15.336; 0.933; 1.113;-1;-1; 1;-1;0
  491;07 54 26.158;-60 19 17.91;13.349; 0.731; 0.851; 1; 1; 1; 1;0
  492;07 54 26.284;-60 24 14.19;17.222; 0.674; 0.808;-1;-1; 1;-1;0
  493;07 54 26.340;-60 41 08.15;18.047; 1.128; 1.528;-1;-1;-1;-1;0
  494;07 54 26.389;-61 09 22.20;16.063; 0.863; 1.017;-1;-1; 1;-1;0
  495;07 54 26.433;-60 23 32.32;19.140; 1.356; 1.348;-1;-1;-1;-1;0
  496;07 54 26.437;-61 02 51.32;15.087; 0.800; 0.983;-1;-1; 1;-1;0
  497;07 54 26.492;-60 48 59.69;19.521;      ; 1.327; 0;-1; 0;-1;0
  498;07 54 26.569;-60 53 23.23;21.023;      ; 1.804; 0;-1; 0;-1;0
  499;07 54 26.623;-60 46 09.17;17.988; 0.818; 1.016;-1;-1; 1;-1;0
  500;07 54 26.668;-60 52 59.20;16.464; 0.649; 0.906;-1;-1;-1;-1;0
  501;07 54 26.746;-60 25 49.71;11.025; 0.310; 0.380; 1; 1; 1; 1;0
  502;07 54 26.752;-61 06 25.99;18.307; 1.260; 1.483;-1;-1; 1;-1;0
  503;07 54 26.802;-60 22 22.17;20.207;      ; 1.270; 0;-1; 0;-1;0
  504;07 54 26.804;-60 31 44.68;17.428; 1.371; 1.683;-1;-1; 1;-1;0
  505;07 54 26.817;-60 57 37.72;18.863;      ; 1.200; 0;-1; 0;-1;0
  506;07 54 26.871;-60 54 20.80;20.287;      ; 1.041; 0;-1; 0;-1;0
  507;07 54 26.874;-60 34 22.22;18.443; 0.734; 0.878;-1;-1; 1;-1;0
  508;07 54 26.876;-60 25 36.78;16.914; 0.918; 1.135;-1;-1; 1;-1;0
  509;07 54 26.946;-60 50 42.21;17.017; 0.656; 0.867;-1;-1; 1;-1;0
  510;07 54 26.967;-60 57 34.17;17.458; 0.731; 1.029;-1;-1;-1;-1;0
  511;07 54 26.968;-61 08 58.92;19.324;      ; 1.503; 0;-1; 0;-1;0
  512;07 54 26.983;-60 40 47.95;18.906; 1.163; 1.162;-1;-1; 1;-1;0
  513;07 54 27.010;-60 53 41.43;18.702; 1.151; 1.702;-1;-1;-1;-1;0
  514;07 54 27.032;-61 11 01.22;18.793;      ; 2.464; 0; 1; 0; 1;0
  515;07 54 27.050;-60 59 02.96;18.376; 1.143; 1.221;-1;-1; 1;-1;0
  516;07 54 27.060;-60 58 51.33;19.842;      ; 1.993; 0;-1; 0;-1;0
  517;07 54 27.061;-60 46 27.03;20.181;      ; 2.227; 0;-1; 0;-1;0
  518;07 54 27.109;-60 28 10.67;19.114; 1.711; 1.911; 1;-1;-1;-1;0
